STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
Delhi UT,SOUTH-WEST,2013,1,94,503,1,0,3,0,0,0,1,86,690
Delhi UT,STF,2013,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,WEST,2013,6,92,671,0,1,3,0,0,0,0,150,923
Delhi UT,TOTAL,2013,33,757,5809,3,1,56,0,0,0,1,537,7199
Lakshadweep,LAKSHADWEEP,2013,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,KARAIKAL,2013,0,4,0,0,0,0,0,0,0,0,0,4
Puducherry,PUDUCHERRY,2013,0,5,34,0,0,1,0,0,0,1,2,43
Andhra Pradesh,Anantapur,2014,8,21,88,0,0,0,0,0,0,2,0,120
Andhra Pradesh,Chittoor,2014,4,28,8,0,0,0,21,0,0,0,0,103
Andhra Pradesh,Cuddapah,2014,1,22,27,0,2,0,0,0,0,0,0,55
Andhra Pradesh,East Godavari,2014,1,45,25,0,1,0,0,0,0,5,64,142
Andhra Pradesh,Guntakal Railway,2014,3,0,0,0,0,0,0,0,0,0,0,3
Andhra Pradesh,Guntur,2014,1,21,36,0,0,0,0,0,0,0,10,70
Andhra Pradesh,Guntur Urban,2014,1,28,42,0,0,8,16,0,0,0,6,145
Andhra Pradesh,Krishna,2014,2,52,19,0,0,0,0,0,0,0,21,144
Andhra Pradesh,Kurnool,2014,3,17,25,0,0,2,0,0,0,3,3,71
Andhra Pradesh,Nellore,2014,1,33,125,0,0,3,0,0,0,0,24,232
Andhra Pradesh,Prakasham,2014,3,0,28,0,5,3,0,0,0,1,1,115
Andhra Pradesh,Rajahmundry,2014,0,14,10,0,0,0,0,0,0,0,4,39
Andhra Pradesh,Srikakulam,2014,2,24,25,0,0,1,0,0,0,1,19,100
Andhra Pradesh,Tirupathi Urban,2014,4,10,11,0,0,0,0,0,0,0,2,27
Andhra Pradesh,Vijayawada City,2014,1,38,18,0,0,4,0,0,0,1,186,334
Andhra Pradesh,Vijayawada Railway,2014,0,0,3,0,0,4,0,0,0,0,0,9
Andhra Pradesh,Visakha Rural,2014,2,18,10,0,0,0,0,0,0,0,0,38
Andhra Pradesh,Visakhapatnam,2014,2,26,66,0,0,0,0,0,0,1,0,109
Andhra Pradesh,Vizianagaram,2014,0,17,11,0,0,0,0,0,0,1,15,44
Andhra Pradesh,West Godavari,2014,6,63,23,0,0,1,0,0,0,1,25,159
Arunachal Pradesh,Anjaw,2014,0,0,1,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Changlang,2014,0,1,1,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Crime Branch,2014,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Dibang Valley,2014,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kameng East,2014,0,0,1,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Kameng West,2014,0,0,1,0,0,0,0,0,0,0,0,3
Arunachal Pradesh,Kurung Kumey,2014,0,3,0,0,0,0,0,0,0,0,0,3
Arunachal Pradesh,Lohit,2014,0,7,25,0,0,0,0,0,0,0,0,32
Arunachal Pradesh,Longding,2014,1,3,2,0,0,0,0,0,0,0,0,6
Arunachal Pradesh,Lower Dibang Valley,2014,0,1,1,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Papum Pare City,2014,2,13,30,0,0,0,0,0,0,0,3,48
Arunachal Pradesh,Papum Pare Rural,2014,0,0,1,0,0,0,0,0,0,0,0,1
Arunachal Pradesh,Siang East,2014,0,9,0,0,0,0,0,0,0,0,0,11
Arunachal Pradesh,Siang Upper,2014,1,1,0,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Siang West,2014,1,0,0,0,0,0,0,0,0,0,0,4
Arunachal Pradesh,Subansiri Lower,2014,0,1,0,0,0,0,0,0,0,0,0,1
Arunachal Pradesh,Subansiri Upper,2014,0,1,1,0,0,0,1,0,0,0,0,7
Arunachal Pradesh,Tawang,2014,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Tirap,2014,0,3,2,0,1,0,0,0,0,0,0,8
Assam,Barpeta,2014,2,26,0,0,0,0,0,0,0,0,0,41
Assam,Baska,2014,0,0,0,0,0,0,0,0,0,0,0,4
Assam,Bongaigaon,2014,0,0,0,0,0,0,0,0,0,0,0,4
Assam,Cachar,2014,1,1,5,0,0,0,0,0,0,0,1,34
Assam,Chirang,2014,4,3,0,0,0,0,19,0,0,0,0,45
Assam,Darrang,2014,0,11,0,0,0,0,98,0,0,0,0,127
Assam,Dhemaji,2014,2,15,7,0,0,0,0,0,0,3,33,73
Assam,Dhubri,2014,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Dibrugarh,2014,0,0,0,0,0,0,0,0,0,0,0,7
Assam,Goalpara,2014,0,31,43,0,0,0,0,0,0,0,0,152
Assam,Golaghat,2014,0,0,0,0,0,0,0,0,0,0,0,138
Assam,Guwahati City,2014,0,0,0,0,0,0,0,0,0,0,0,67
Assam,Hailakandi,2014,0,1,1,0,0,0,0,0,0,0,0,2
Assam,Jorhat,2014,0,2,7,0,0,0,0,0,0,0,0,10
Assam,Kamrup,2014,1,0,0,0,0,0,0,0,0,0,0,1
Assam,Karbi Anglong,2014,0,1,0,0,0,0,0,0,0,0,0,26
Assam,Karimganj,2014,0,0,0,0,0,0,49,0,0,0,8,68
Assam,Kokrajhar,2014,0,1,0,0,0,0,0,0,0,0,0,1
Assam,Lakhimpur,2014,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Morigaon,2014,0,0,0,0,0,0,0,0,0,0,0,0
Assam,N. C. Hills,2014,1,0,0,0,0,0,0,0,0,0,1,2
Assam,Nagaon,2014,2,14,47,0,0,0,32,0,0,1,116,292
Assam,Nalbari,2014,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Sibsagar,2014,5,0,7,0,0,0,0,0,0,0,22,64
Assam,Sonitpur,2014,2,9,34,0,0,0,49,0,0,0,0,105
Assam,Tinsukia,2014,2,10,1,0,0,0,56,0,0,0,0,79
Assam,Udalguri,2014,0,0,0,0,0,0,0,0,0,0,0,43
Bihar,Araria,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Arwal,2014,0,0,2,0,0,0,0,0,0,0,0,2
Bihar,Aurangabad,2014,0,4,29,0,0,0,11,0,2,0,0,52
Bihar,Bagaha,2014,0,0,20,0,0,0,29,0,0,0,0,52
Bihar,Banka,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Begusarai,2014,6,2,25,0,0,0,0,0,0,0,0,40
Bihar,Bettiah,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Bhabhua,2014,0,3,25,0,0,0,0,0,0,0,0,28
Bihar,Bhagalpur,2014,0,0,0,0,0,0,0,0,0,0,0,13
Bihar,Bhojpur,2014,5,11,97,0,0,0,0,0,0,0,0,113
Bihar,Buxar,2014,0,10,40,0,0,0,0,0,0,0,28,80
Bihar,Darbhanga,2014,1,1,3,0,0,1,0,0,0,0,0,8
Bihar,Gaya,2014,7,18,88,0,0,0,0,0,0,0,2,121
Bihar,Gopalganj,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Jamalpur Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Jamui,2014,0,0,11,0,0,0,0,0,0,0,0,11
Bihar,Jehanabad,2014,0,0,23,0,0,0,0,0,0,0,0,23
Bihar,Katihar,2014,0,0,100,0,0,0,0,0,0,0,0,123
Bihar,Katihar Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Khagaria,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Kishanganj,2014,0,0,14,0,0,0,0,0,0,0,0,17
Bihar,Lakhisarai,2014,3,3,25,0,0,0,0,0,0,0,0,37
Bihar,Madhepura,2014,0,1,21,0,0,0,0,0,0,0,0,22
Bihar,Madhubani,2014,0,8,26,0,0,0,0,0,0,0,0,53
Bihar,Motihari,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Munger,2014,0,0,2,0,0,0,0,0,0,0,21,23
Bihar,Muzaffarpur,2014,0,0,0,0,0,0,0,0,0,10,0,10
Bihar,Muzaffarpur Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Nalanda,2014,0,9,20,0,0,0,108,0,0,0,0,137
Bihar,Naugachia,2014,1,2,4,0,0,0,0,0,0,0,0,7
Bihar,Nawadah,2014,3,2,47,0,0,0,0,0,0,0,0,52
Bihar,Patna,2014,12,2,251,0,0,0,117,0,0,0,0,382
Bihar,Patna Railway,2014,0,0,1,0,0,0,0,0,0,0,9,10
Bihar,Purnea,2014,6,16,11,0,0,0,0,0,0,0,0,49
Bihar,Rohtas,2014,10,6,65,0,0,0,0,0,0,0,7,88
Bihar,Saharsa,2014,2,0,0,0,0,0,0,0,0,0,0,2
Bihar,Samastipur,2014,0,0,173,0,0,0,15,0,0,0,0,188
Bihar,Saran,2014,2,2,141,0,0,0,0,0,0,0,0,145
Bihar,Sheikhpura,2014,0,2,26,0,0,0,0,0,0,0,0,28
Bihar,Sheohar,2014,0,0,20,0,0,0,0,0,0,0,0,20
Bihar,Sitamarhi,2014,0,0,24,0,0,0,0,0,0,0,0,34
Bihar,Siwan,2014,2,0,129,0,0,0,0,0,0,0,21,152
Bihar,Supaul,2014,0,0,0,0,0,0,0,0,0,0,9,9
Bihar,Vaishali,2014,1,1,122,0,0,0,0,0,0,0,0,124
Bihar,Economic Offences Unit,2014,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2014,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,Balod,2014,1,26,27,0,0,1,0,0,0,0,17,86
Chhattisgarh,Balodbazar,2014,2,31,119,1,0,0,0,0,0,0,0,259
Chhattisgarh,Balrampur,2014,5,65,4,0,0,0,0,0,0,0,44,192
Chhattisgarh,Bemetra,2014,1,28,28,0,0,0,0,0,0,0,27,96
Chhattisgarh,Bilaspur,2014,1,33,216,0,0,0,0,0,0,0,34,307
Chhattisgarh,Bizapur,2014,1,2,9,0,0,0,0,0,0,0,15,28
Chhattisgarh,Dantewara,2014,1,3,11,0,0,0,0,0,0,0,3,22
Chhattisgarh,Dhamtari,2014,1,29,24,0,0,2,0,0,0,0,15,82
Chhattisgarh,Durg,2014,0,55,227,0,0,0,1,0,2,0,99,462
Chhattisgarh,Gariyaband,2014,0,27,15,0,0,0,0,0,0,0,22,72
Chhattisgarh,G. R. P. Raipur,2014,0,0,4,0,0,0,0,0,0,0,1,6
Chhattisgarh,Jagdalpur,2014,1,22,27,0,0,0,0,0,0,0,60,133
Chhattisgarh,Janjgir,2014,5,26,137,3,1,1,0,0,0,0,51,295
Chhattisgarh,Jashpur,2014,4,48,64,0,0,0,0,0,0,0,39,230
Chhattisgarh,Kabirdham,2014,4,20,83,0,0,0,0,0,0,0,29,161
Chhattisgarh,Kanker,2014,3,24,38,0,0,0,0,0,0,0,33,107
Chhattisgarh,Kondagaon,2014,1,12,15,0,0,0,0,0,0,0,0,52
Chhattisgarh,Korba,2014,3,20,22,0,0,0,0,0,0,0,0,95
Chhattisgarh,Koriya,2014,0,46,69,0,0,0,0,0,0,0,11,150
Chhattisgarh,Mahasamund,2014,2,4,81,0,0,0,0,0,0,0,4,121
Chhattisgarh,Mungali,2014,1,10,36,0,0,0,0,0,0,0,0,48
Chhattisgarh,Narayanpur,2014,0,5,7,0,0,0,0,0,0,0,0,17
Chhattisgarh,Raigarh,2014,3,73,79,0,0,0,0,0,0,0,32,213
Chhattisgarh,Raipur,2014,4,91,252,1,0,1,0,0,0,1,44,630
Chhattisgarh,Rajnandgaon,2014,1,40,111,0,0,0,0,0,0,1,49,230
Chhattisgarh,Sarguja,2014,1,45,51,0,0,0,0,0,0,0,27,140
Chhattisgarh,Sukma,2014,0,2,7,0,0,0,0,0,0,0,0,9
Chhattisgarh,Surajpur,2014,4,19,81,0,0,0,0,0,0,0,0,115
Goa,North Goa,2014,1,32,79,0,1,2,0,0,0,0,62,221
Goa,South Goa,2014,2,22,55,0,0,1,0,0,0,0,14,104
Goa,C. I. D.,2014,0,3,0,0,0,0,0,0,0,0,2,5
Gujarat,Ahmedabad City,2014,4,24,276,0,0,3,0,0,0,0,57,437
Gujarat,Ahmedabad Rural,2014,4,11,80,0,0,0,0,0,0,0,0,103
Gujarat,Amreli,2014,3,4,61,0,0,5,0,0,0,0,8,83
Gujarat,Anand,2014,2,0,73,0,0,3,0,0,0,0,2,84
Gujarat,Arvalli,2014,3,2,19,0,0,0,0,0,0,0,3,28
Gujarat,Banaskantha,2014,3,0,1,0,0,8,0,0,0,0,9,26
Gujarat,Bharuch,2014,2,22,55,0,0,3,0,0,0,0,1,83
Gujarat,Bhavnagar,2014,3,3,76,0,0,4,0,0,0,2,9,113
Gujarat,Botad,2014,1,2,26,0,0,1,0,0,0,0,0,32
Gujarat,Chhotaudepur,2014,0,1,17,0,0,4,0,0,0,0,0,22
Gujarat,C. I. D. Crime,2014,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Dahod,2014,1,12,76,0,0,4,0,0,0,0,15,112
Gujarat,Dang,2014,0,1,1,0,0,0,0,0,0,0,1,3
Gujarat,Devbhumi Dwarka,2014,3,2,16,0,0,4,0,0,0,1,0,32
Gujarat,Gandhinagar,2014,5,4,56,0,0,2,0,0,0,0,0,69
Gujarat,Gir Somnath,2014,1,8,29,0,0,0,0,0,0,0,2,45
Gujarat,Jamnagar,2014,6,18,58,0,0,6,0,0,0,2,0,98
Gujarat,Junagadh,2014,1,6,58,0,0,0,0,0,0,2,2,79
Gujarat,Kachchh East(G),2014,4,13,47,0,0,1,0,0,0,0,0,71
Gujarat,Kachchh West(B),2014,2,6,25,0,0,4,0,0,0,0,4,51
Gujarat,Kheda,2014,0,4,73,0,0,0,0,0,0,0,9,90
Gujarat,Mahisagar,2014,0,1,7,0,0,0,0,0,0,0,0,10
Gujarat,Mehsana,2014,1,1,52,0,0,0,0,0,0,0,4,73
Gujarat,Morbi,2014,5,3,25,0,0,1,0,0,0,1,4,40
Gujarat,Narmada,2014,0,4,15,0,0,1,0,0,0,0,0,20
Gujarat,Navsari,2014,1,7,33,0,0,3,0,0,0,0,0,53
Gujarat,Panchmahal,2014,0,9,66,0,0,0,0,0,0,0,0,153
Gujarat,Patan,2014,0,2,37,0,0,0,0,0,0,0,3,55
Gujarat,Porbandar,2014,1,5,15,0,0,0,0,0,0,0,0,22
Gujarat,Rajkot City,2014,2,9,76,0,0,0,0,0,0,0,11,111
Gujarat,Rajkot Rural,2014,3,9,61,0,0,1,0,0,0,2,5,88
Gujarat,Sabarkantha,2014,0,4,27,0,0,1,0,0,0,0,0,38
Gujarat,Surat City,2014,6,51,240,0,0,9,0,0,0,0,22,398
Gujarat,Surat Rural,2014,3,11,43,0,0,5,0,0,0,3,1,69
Gujarat,Surendranagar,2014,4,2,27,0,0,3,0,0,0,0,10,53
Gujarat,Tapi,2014,0,7,11,0,0,2,0,0,0,0,0,23
Gujarat,Vadodara City,2014,5,9,77,0,0,1,0,0,0,0,8,139
Gujarat,Vadodara Rural,2014,0,5,59,0,0,3,0,0,0,1,0,78
Gujarat,Valsad,2014,2,9,102,0,0,0,0,0,0,2,0,121
Gujarat,W.Rly  Ahmedabad,2014,1,0,2,0,0,0,0,0,0,0,1,5
Gujarat,W.Rly Vadodara,2014,0,0,3,0,0,5,0,0,0,0,0,9
Haryana,Ambala (Rural),2014,1,22,12,0,0,0,0,0,0,0,0,42
Haryana,Ambala (Urban),2014,1,18,44,0,0,0,0,0,0,0,0,73
Haryana,Bhiwani,2014,2,16,27,2,0,6,0,0,0,0,3,91
Haryana,Faridabad,2014,0,12,4,0,0,0,0,0,0,1,0,31
Haryana,Fatehabad,2014,1,15,27,0,0,0,0,0,0,1,49,121
Haryana,G. R. P.,2014,0,0,2,0,0,2,0,0,0,0,0,6
Haryana,Gurgaon,2014,7,30,130,0,0,6,126,1,0,1,21,352
Haryana,Hissar,2014,3,23,7,1,0,2,37,0,0,0,29,132
Haryana,Jhajjar,2014,2,27,8,0,1,0,0,0,0,0,7,58
Haryana,Jind,2014,0,13,9,0,0,0,35,0,0,0,34,111
Haryana,Kaithal,2014,3,17,33,0,0,1,11,0,0,1,0,81
Haryana,Karnal,2014,4,48,132,0,0,0,0,0,0,3,5,227
Haryana,Kurukshetra,2014,1,11,2,0,0,3,30,0,0,0,2,60
Haryana,Mahendergarh,2014,3,8,11,0,0,0,0,0,0,0,6,39
Haryana,Mewat,2014,2,14,38,0,0,0,0,0,0,2,2,78
Haryana,Palwal,2014,7,17,19,0,0,1,27,0,0,0,14,124
Haryana,Panchkula,2014,2,19,32,0,1,3,11,0,0,0,12,92
Haryana,Panipat,2014,1,25,68,0,1,7,0,0,0,4,155,290
Haryana,Rewari,2014,1,13,33,0,0,3,0,0,0,0,6,70
Haryana,Rohtak,2014,1,21,35,1,0,1,0,0,0,2,60,148
Haryana,Sirsa,2014,1,22,40,0,0,0,0,0,0,0,2,90
Haryana,Sonipat,2014,11,7,6,0,0,0,0,0,0,0,40,82
Haryana,Yamunanagar,2014,2,18,97,2,0,1,0,0,0,0,1,142
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Baddi,2014,0,5,12,0,0,0,0,0,0,0,0,20
Himachal Pradesh,Bilaspur,2014,0,5,10,0,0,0,0,0,0,0,0,22
Himachal Pradesh,Chamba,2014,1,10,18,0,0,1,0,0,0,0,0,34
Himachal Pradesh,C. I. D.,2014,0,1,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2014,0,3,10,0,0,0,0,0,0,0,1,17
Himachal Pradesh,Kangra,2014,1,26,24,1,0,0,0,0,0,1,1,68
Himachal Pradesh,Kinnaur,2014,0,4,5,0,0,0,0,0,0,0,0,9
Himachal Pradesh,Kullu,2014,1,6,18,0,0,0,0,0,0,0,0,30
Himachal Pradesh,Lahaul & Spiti,2014,1,0,1,0,0,0,0,0,0,0,0,2
Himachal Pradesh,Mandi,2014,0,22,33,0,0,1,0,0,0,2,2,73
Himachal Pradesh,Shimla,2014,2,17,31,0,1,4,0,0,0,0,0,79
Himachal Pradesh,Sirmaur,2014,0,13,17,2,0,1,0,0,0,0,0,43
Himachal Pradesh,Solan,2014,1,7,19,0,0,1,3,0,0,0,0,36
Himachal Pradesh,Una,2014,0,16,12,1,1,0,0,0,0,1,0,33
Jammu & Kashmir,Anantnag,2014,2,6,35,0,0,0,0,0,0,0,0,45
Jammu & Kashmir,Awantipora,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Bandipora,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Baramulla,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Budgam,2014,0,0,0,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Crime Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ganderbal,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Handwara,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kargil,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kathua,2014,0,11,13,0,0,0,0,0,0,0,1,30
Jammu & Kashmir,Kishtwar,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kulgam,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kupwara,2014,0,0,0,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Leh,2014,0,0,1,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Poonch,2014,1,2,10,0,0,1,0,0,0,0,0,21
Jammu & Kashmir,Pulwama,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Kashmir,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Katra,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Rajouri,2014,0,0,0,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Ramban,2014,0,2,8,0,0,0,0,0,0,0,0,10
Jammu & Kashmir,Reasi,2014,0,6,14,0,0,0,0,0,0,0,0,23
Jammu & Kashmir,Samba,2014,0,0,3,0,0,0,0,0,0,0,0,3
Jammu & Kashmir,Shopian,2014,0,0,9,0,0,0,0,0,0,0,0,9
Jammu & Kashmir,Sopore,2014,0,2,0,0,0,0,0,0,0,0,0,2
Jammu & Kashmir,Srinagar,2014,0,0,37,0,0,9,0,0,0,0,0,46
Jammu & Kashmir,Udhampur,2014,0,8,9,0,0,0,0,0,0,0,0,18
Jharkhand,Bokaro,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Chaibasa,2014,1,17,16,0,0,0,0,0,0,0,0,44
Jharkhand,Chatra,2014,0,0,0,0,0,0,0,0,0,0,0,3
Jharkhand,Deoghar,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dhanbad,2014,0,4,0,0,0,0,0,0,0,0,3,7
Jharkhand,Dhanbad Railway,2014,0,0,5,0,0,0,0,0,0,0,0,5
Jharkhand,Dumka,2014,1,2,6,0,0,0,0,4,0,0,3,29
Jharkhand,Garhwa,2014,0,4,2,0,0,0,0,0,0,0,10,19
Jharkhand,Giridih,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Godda,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Gumla,2014,5,18,6,0,0,0,0,0,0,0,3,32
Jharkhand,Hazaribagh,2014,0,0,0,0,0,0,0,0,0,0,0,4
Jharkhand,Jamshedpur,2014,1,9,47,0,0,0,0,0,0,0,0,64
Jharkhand,Jamshedpur Railway,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Jamtara,2014,0,0,0,0,0,0,0,0,0,0,0,49
Jharkhand,Khunti,2014,0,0,0,0,0,0,0,0,0,0,0,12
Jharkhand,Koderma,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Latehar,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Lohardagga,2014,0,13,4,0,0,0,0,0,0,0,4,34
Jharkhand,Pakur,2014,0,2,0,0,0,0,0,0,0,0,2,27
Jharkhand,Palamu,2014,0,5,5,1,0,0,12,0,0,0,0,28
Jharkhand,Ramgarh,2014,0,0,0,0,0,0,0,0,0,1,0,1
Jharkhand,Ranchi,2014,0,0,0,0,0,0,0,0,0,0,0,45
Jharkhand,Sahebganj,2014,0,4,3,0,0,0,0,0,0,0,0,7
Jharkhand,Saraikela,2014,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Simdega,2014,0,0,0,0,0,0,0,0,0,0,0,13
Karnataka,Bagalkot,2014,8,11,10,0,0,0,0,0,0,0,0,29
Karnataka,Bengaluru City,2014,14,0,591,0,0,32,23,0,1,6,58,1063
Karnataka,Bengaluru District,2014,0,39,36,0,0,0,0,0,0,0,0,92
Karnataka,Belagavi District,2014,3,18,28,0,0,1,0,0,0,5,20,114
Karnataka,Ballari,2014,8,28,12,0,0,0,0,0,0,0,0,48
Karnataka,Bidar,2014,4,15,21,0,0,8,0,0,0,0,3,72
Karnataka,Vijayapura,2014,5,35,27,0,0,6,0,0,0,0,0,81
Karnataka,Chikkaballapura,2014,0,0,12,0,0,2,0,0,0,3,0,50
Karnataka,Chamarajnagar,2014,0,5,0,0,0,0,0,0,0,1,1,20
Karnataka,Chikkamagaluru,2014,2,26,22,0,0,4,0,0,0,0,0,67
Karnataka,Chitradurga,2014,0,14,14,0,0,0,0,0,0,0,0,28
Karnataka,Dakshina Kannada,2014,0,20,4,0,0,1,3,0,0,0,1,45
Karnataka,Davanagere,2014,2,27,30,0,0,2,0,0,0,0,6,87
Karnataka,Dharwad,2014,0,8,7,0,0,1,0,0,0,8,0,39
Karnataka,Gadag,2014,0,9,0,0,0,0,0,0,0,0,0,12
Karnataka,Kalaburgi,2014,5,23,40,0,0,11,1,0,0,1,2,100
Karnataka,Hassan,2014,0,0,0,0,0,7,10,0,0,1,4,37
Karnataka,Haveri,2014,0,37,3,0,0,0,0,0,0,1,3,48
Karnataka,Hubballi Dharwad City,2014,2,13,15,0,0,2,0,0,0,1,1,39
Karnataka,K.G.F.,2014,0,16,9,0,0,0,0,0,0,1,0,28
Karnataka,Kodagu,2014,0,3,5,0,0,0,2,0,0,1,317,343
Karnataka,Kolar,2014,1,28,10,0,0,0,3,0,0,0,5,81
Karnataka,Koppal,2014,0,22,0,0,0,0,0,0,0,0,0,22
Karnataka,Mandya,2014,0,19,38,0,0,7,0,0,0,0,0,65
Karnataka,Mangaluru City,2014,3,14,11,0,0,0,0,0,0,1,12,52
Karnataka,Mysuru City,2014,2,38,13,0,0,0,0,0,0,3,0,100
Karnataka,Mysuru District,2014,2,21,49,0,0,0,0,0,0,3,3,86
Karnataka,Raichur,2014,5,28,6,0,0,0,7,0,0,0,0,52
Karnataka,K.Railways,2014,0,0,0,0,0,0,0,0,0,0,0,1
Karnataka,Ramanagar,2014,8,38,50,0,0,0,0,0,0,3,0,130
Karnataka,Shimoga,2014,4,38,42,0,0,0,0,0,0,1,0,102
Karnataka,Tumakuru,2014,0,32,26,0,0,11,0,0,0,2,2,92
Karnataka,Udupi,2014,3,15,3,0,0,2,0,0,0,0,2,44
Karnataka,Uttara Kannada,2014,4,15,30,0,0,2,0,0,0,0,0,67
Karnataka,Yadgiri,2014,1,26,9,0,0,1,3,0,0,0,2,46
Karnataka,Belagavi City,2014,1,13,4,0,0,1,9,0,0,2,1,34
Kerala,Alapuzha,2014,0,40,7,0,0,0,0,0,0,1,74,146
Kerala,Ernakulam Commr.,2014,4,23,1,0,0,0,0,0,0,1,1,75
Kerala,Ernakulam Rural,2014,0,35,3,0,0,0,1,0,0,1,21,114
Kerala,Idukki,2014,3,48,3,0,0,0,0,0,0,3,0,114
Kerala,Kannur,2014,7,32,7,0,3,0,0,0,0,0,33,144
Kerala,Kasargod,2014,3,34,4,0,0,0,0,0,0,0,47,130
Kerala,Kollam Commr.,2014,1,49,6,0,0,0,0,0,0,0,31,129
Kerala,Kollam Rural,2014,2,58,13,0,1,0,0,0,0,0,46,150
Kerala,Kottayam,2014,2,47,9,0,0,0,0,0,0,0,8,113
Kerala,Kozhikode Commr.,2014,0,13,1,0,0,1,0,0,0,0,17,68
Kerala,Kozhikode Rural,2014,3,18,7,0,0,0,0,0,0,0,22,108
Kerala,Malappuram,2014,1,49,2,0,1,1,0,0,0,1,36,179
Kerala,Palakkad,2014,3,45,14,0,0,2,0,0,0,9,16,137
Kerala,Pathanamthitta,2014,2,33,10,0,0,0,0,0,0,0,0,105
Kerala,Railways,2014,0,0,1,0,0,0,0,0,0,0,3,10
Kerala,Thrissur Commr.,2014,3,25,2,0,0,0,0,0,0,0,19,90
Kerala,Thrissur Rural,2014,3,49,9,0,0,0,0,0,0,3,38,171
Kerala,Trivandrum Commr.,2014,1,34,10,0,0,0,3,0,0,0,6,103
